text,label,hate_type,dialect,source
فعلت مكالمات الواتس اب اخيراً,not_hate,unknown,jordanian,jhsc
اهوا خاسرني گان يحبني بس شسوي جبرني فرقاهه,not_hate,unknown,jordanian,jhsc
ضميرك راح يسوي نفس هذا,not_hate,unknown,jordanian,jhsc
ها العبد شوف القصه اليديده,not_hate,unknown,jordanian,jhsc
نفسي احكي مع حدا بعمق,not_hate,unknown,jordanian,jhsc
اتخيلي عاد ماشي بالشارع ومعي لعبة بتسلى فيها,not_hate,unknown,jordanian,jhsc
إعلان سخيف على ال linked in طبعاً بدون تخمين المعلن من الأردن,not_hate,unknown,jordanian,jhsc
يعني طلع اصله عربي,not_hate,unknown,jordanian,jhsc
الجمهور حرق الملعب ,not_hate,unknown,jordanian,jhsc
"وكان هذا مطرها وليلها .. وكان هذا إكتمال سحرها
",not_hate,unknown,jordanian,jhsc
انا اتعلمت شغلة وحدة قبل امتحانات وعد ما احكي معها البنت بصير معها Verbal diarrhea,not_hate,unknown,jordanian,jhsc
القلب بيت شيوخ ماهو بفندق ماكل من زاره حبيبي سكن فيه... ودك تصدق ... ماتبي لاتصدق قلبي تربى مايبي من يربيه ...,not_hate,unknown,jordanian,jhsc
"""ما رأيك ان تستغفر الله في هذه اللحظه """"فقلت استغفروا ربكم إنه كان غفاراً يرسل السماء عليكم مدراراً، ويمددكم بأموال وبنين ويجعل لكم جنات ويجعل لكم أنهاراً"""" نحن بحاجه الى المطر من الله تعالى. ادعوا اللهم أسقنا الغيث ولا تجعلنا من القانطين""
",not_hate,unknown,jordanian,jhsc
"الدموع دليل المحبة، لكنها ليست العلاج.
",not_hate,unknown,jordanian,jhsc
ايوة اتغيرت بسمع اسمك و لا بتأثر مبقتش كمان تيجي في بالي و لا على ايامك بتحسر ولا زى زمان بالنسبالي,not_hate,unknown,jordanian,jhsc
من التعب اخاف انام وماقوم الا صار يوم السبت,not_hate,unknown,jordanian,jhsc
"متركتش حل بالحياة عالفاضي
",not_hate,unknown,jordanian,jhsc
هاد بدون الفرض و بتتحججي كيف لو مع الفرض :-P,not_hate,unknown,jordanian,jhsc
"حمى الله خادم الحرمين الشريفين امد الله بعمره بطاعة الرحمن وجعله ذخرا للإسلام والمسلمين واعز الله ملكك
",not_hate,unknown,jordanian,jhsc
"وجودك بقربي مخلي الدنيا أحلى كثير قالت أحبك كلمة عادية وصارت غير. 
",not_hate,unknown,jordanian,jhsc
اللهم لا تولي علينا بذنوبنا من لا يخافك فينا ولا يرحمنا!,not_hate,unknown,jordanian,jhsc
وإن سألُوك يوماً لماذا انتَ حزين ؟ اجبّ بصدقّ قُل لهمَ . . { قليلُ الإستغفار،،هاجِر القُرآنّ } ..!”,not_hate,unknown,jordanian,jhsc
كوس اوختك واوخت اسلامك.اخ الشرموطه,not_hate,unknown,jordanian,jhsc
حكومة إنقاذ وطني برئاسة حسين هزاع المجالي,not_hate,unknown,jordanian,jhsc
مادام فيني نفس يذري وفيني طموح باب وراه اعتزازي...طارقه..طارقه رغم امتداد التعب عيا يموت الطموح…,not_hate,unknown,jordanian,jhsc
"استمرار حملة التطعيم ضد فيروس كورونا للفرق الطبية في محافظة خان يونس جنوب قطاع غزة
",not_hate,unknown,jordanian,jhsc
معالي وزير التربية والتعليم يتحدث مع بعض الطلاب المشاركين في,not_hate,unknown,jordanian,jhsc
وتسألني كيف انت؟ فأجيبك:مريض بك وكل من يمر بي يصاب بعدوى,not_hate,unknown,jordanian,jhsc
كان النبي (ص) إذا عصفت الريح قال: اللهم إني أسألك خيرها وخير ما فيها، وخير ما أرسلت به، وأعوذ بك من شرها وشر ما فيها، وشر ما أرسلت به.,not_hate,unknown,jordanian,jhsc
الهدف ليس إسقاط الحكومة فقط إنما إسقاط النهج ..,not_hate,unknown,jordanian,jhsc
عبيد حاله خاصه من اهل الكهف عادي,not_hate,unknown,jordanian,jhsc
"اللهم إني عبدك و ابن عبدك وابن أمتك ناصيتي بيدك، ماضٍّ فيّ حكمك عدلٌ فيّ قضاؤك، أسألك بكل اسم هو لك سمّيت به نفسك أو أنزلته في كتابك، أو علّمته أحد من خلقك، أو استأثرت به في علم الغيب في علم الغيب عندك، أن تجعل القرآن العظيم ربيع قلبي، ونور بصري، وسعة صدري وجلاء حزني وهمي. 
",not_hate,unknown,jordanian,jhsc
٩٠ عاما من الشرف.,not_hate,unknown,jordanian,jhsc
"معقول ؟! "" كل شيء تقوله لسيري من هاتف أبل يتم تخزينه في قاعدة بيانات في أمريكا",not_hate,unknown,jordanian,jhsc
"أّلَلَهّـمً ربً أّلَسِـلَأّمً  أّنِﺰلَ طِمًأنِيِّنِتٌـکْ عٌلَئ کْلَ قُلَبً أّرهّـقُتٌـهّ أّلَحًيِّأّة.  اللهم أرحم ضعف وقلة حيلتها وخفف عنها كل ألم يااااارب.
",not_hate,unknown,jordanian,jhsc
كم أكره المستشفيات,not_hate,unknown,jordanian,jhsc
"الله يرحمه ويغفرله ويحشره مع الصديقين والشهداء بس لفت نظري الرقمين الي بالاخر تحت تاريخ الوفاة ما هي دلالتهم !؟؟
",not_hate,unknown,jordanian,jhsc
بجاه اذان الفجر ربي يحفظ النشامى والجيش والأردن وملكهاااا .. ربي يديم الأمن والأمان على طول وينظف هالبلد من السحيجة والحرمية,not_hate,unknown,jordanian,jhsc
"صديقي الاستاذ عامر الرجوب تصريحات المسؤولين اشي والواقع شي ثاني بتوجعوا راسنا كل يوم على الفاضي.
",not_hate,unknown,jordanian,jhsc
 ناجح!!!! لعاد لا تخاف زابطة أمورك حتى بدون بحث  لو غششوني بجيب كامل ,not_hate,unknown,jordanian,jhsc
للأشياء الجميلة التي تسعدك ، حاول إخفائها عن العابرين واجعلها سراً بينك وبين نفسك.. فكل شيء يعرفه البشر يفسدونه ..,not_hate,unknown,jordanian,jhsc
أنا حدا بطلع كل أيام الأسبوع إلّا الخميس .. قرف و أزمة,not_hate,unknown,jordanian,jhsc
ضل حدا بالوطن العربي ما عرف؟,not_hate,unknown,jordanian,jhsc
"""مراسل موقع """"والا"""" العبري،باراك رافيد: خصم رواتب الأسرى من أموال المقاصة لن يتم اليوم، سيبدأ من شهر ديسمبر بواقع 50 مليون شاقل شهرياً.""
",not_hate,unknown,jordanian,jhsc
"الفضل لله أولا والحماس العزة والشرف ثانيا
",not_hate,unknown,jordanian,jhsc
مما سرقت لكم,not_hate,unknown,jordanian,jhsc
ارتفاع نسبة رواسي الكويت بشركة المغاربية٢٩.٢٣٪,not_hate,unknown,jordanian,jhsc
هو انت يا ابراهيم حمامي لو تنخرس بكون احسن لاهل غزه انت قاعد في لندن وبتنظر من بعيد وبزيد على النار كاز ولك ابادات قاعد بصيرفي غزه ارحموها,not_hate,unknown,jordanian,jhsc
في فتره من الفترات يجتمع عليك كل شۓ تحطيم أحلامك تعبك الجسدي ذكرياتك المرة وبكاؤك الحاد فصبرا جميل والله المستعان,not_hate,unknown,jordanian,jhsc
اكيد مظلومه ونعملت عليها مؤامره خطيره وكبيره,not_hate,unknown,jordanian,jhsc
""" “في خدودك ورود وفي عيونك كسل وفي وصالك برود وفي يدينك دفا وفي زفيرك عبير وفي شفاهك عسل وفي كلامك حياه وفي سكوتك جفا”""",not_hate,unknown,jordanian,jhsc
شوفوا ي حرام ,not_hate,unknown,jordanian,jhsc
تخيلوا يبنات وحده من فولوينق فقدتها وادور عحسابها بالسيرش ماحصلت يعني واضح اجتهادي آخر شي احصلها عند حساب وحده مسويه بلوك انبلوك؟ ؟؟؟؟؟؟؟,not_hate,unknown,jordanian,jhsc
"عاجل حلب المجاهـدون يغتنمون دبابة ل قطعان المنظومة الإجرامية على محور خلصة بريف حلب الجنوبي
",not_hate,unknown,jordanian,jhsc
"صورة بتحس طعمها بتمك وريحتها بانفك وصوتها باذنك 
",not_hate,unknown,jordanian,jhsc
"آلحزن "" ماخذ من الخافق حظوظ "" والفرح "" لحظه يجي ثم يخـتـفي !""",not_hate,unknown,jordanian,jhsc
عزيزتي البنت الجامعية الواعية و الفهمانة المصلى للصلاة مش للاكل و النوم وحتى الدراسة بصوت عالي و شكرا .,not_hate,unknown,jordanian,jhsc
حاب اصورلك المنظر بس حزناً عليها سكتت لاجلك يا عجرمية,not_hate,unknown,jordanian,jhsc
قبل اربع اشهر كان الي بده يفتح معي موضوع يجيبلي معه سندويشه اكلها بعدين ابلش اسولف معه,not_hate,unknown,jordanian,jhsc
كميه الملل والزهق اللا منتهيه,not_hate,unknown,jordanian,jhsc
اذا ابي احرق اعصاب احد اقرأ وما ارد .,not_hate,unknown,jordanian,jhsc
"بمر بازفت فترة نفسياً و صحياً و دراسياً و اجتماعياً و كل اشي 
",not_hate,unknown,jordanian,jhsc
المشكلة الي حلها مصاري مش مشكله,not_hate,unknown,jordanian,jhsc
""""" من الناس الي قلبهم طيب جداً لدرجة العميان احياناً حلو الواحد يكون منيح و قلبو صافي بس مش دايماً بزبط الشخصيه الي تقريباً محبوبه للكل",not_hate,unknown,jordanian,jhsc
السويد مركز أول!! ألمانيا أووت ؟؟!! معقول,not_hate,unknown,jordanian,jhsc
والحل يكون عند الهاشميين بطولة مفاوضات لا روسية و لا أمريكية بل أردنية هاشمية في دوحة العرب عمان,not_hate,unknown,jordanian,jhsc
الحمد لله حمدا كثيراً طيباً مباركاً فيه كما ينبغي لجلال وجهك وعظيم سلطانك,not_hate,unknown,jordanian,jhsc
ممممممم بنظري بتنفع بذات بمجتمعنا هاد بس بالاخر انت حكتلي السمعه شي مو ملموس,not_hate,unknown,jordanian,jhsc
"رمز الشجاعة والجرأة وصاحب الحق مابخاف لو ألف جيش قدامه. الله يحميكي وينصركم يارب 
",not_hate,unknown,jordanian,jhsc
هههههه حبيبت الفكره .. يزم الاردنيين كلشي بيعملوه,not_hate,unknown,jordanian,jhsc
"كنت عندكم من اسبوع 
",not_hate,unknown,jordanian,jhsc
أعمل نفسك ميت,not_hate,unknown,jordanian,jhsc
@DimaSadek @LBCI_NEWS يا ديمة وين الخوذة���,not_hate,unknown,levantine,letmi
"خرج ترامب من محاكمته منتصرا وهذا ما توقعته في تغريدة لي في شهر نوفمبر .
",not_hate,unknown,jordanian,jhsc
المباراه منقوله ع فلسطين لايڤ او الرياضيه اللي بحب يحضرها,not_hate,unknown,jordanian,jhsc
الاقرباء هم من يتمنون فشلنا كي لا يشعرون بالنقص......,not_hate,unknown,jordanian,jhsc
بعض الرسائل التي تصل تكون مغلوطة اما بالنسبة لما سبق كانت و الحمدلله ناجحة و الفاعل لا يريد منها شهرة او حمدا,not_hate,unknown,jordanian,jhsc
خلينا نضحك شوي بصراحه ابوه مثل ابوي هههههه حفظكم الله وحفظ اباءكم ورحم الميت منهم,not_hate,unknown,jordanian,jhsc
